Type,Plant / Project name,Capacity (MW),Status,Start year,Latitude,Longitude,Location accuracy,City,GEM.Wiki URL
wind,Dir wind farm,36.8,operating,,38.1545,30.1359,exact,,https://www.gem.wiki/Dir_wind_farm
wind,Dir wind farm,77,operating,,38.1551,30.1354,exact,,https://www.gem.wiki/Dir_wind_farm
wind,Dir wind farm,8.3,operating,,38.1551,30.1354,exact,,https://www.gem.wiki/Dir_wind_farm
wind,Dirkshof Universal wind farm,211.2,operating,2022,41.1458,28.4591,approximate,,https://www.gem.wiki/Dirkshof_Universal_wind_farm
wind,Düzova wind farm,15,operating,2009,39.0416,27.0291,exact,,https://www.gem.wiki/Düzova_wind_farm
wind,Düzova wind farm,15,operating,2010,39.0416,27.0291,exact,,https://www.gem.wiki/Düzova_wind_farm
wind,Düzova wind farm,5.5,operating,,39.0416,27.0291,exact,,https://www.gem.wiki/Düzova_wind_farm
wind,Düzova wind farm,5.5,operating,,39.0416,27.0291,exact,,https://www.gem.wiki/Düzova_wind_farm
wind,Düzova wind farm,11,operating,2014,39.0416,27.0291,exact,,https://www.gem.wiki/Düzova_wind_farm
wind,Eber wind farm,39,operating,2018,38.4602,30.3957,exact,,https://www.gem.wiki/Eber_wind_farm
wind,Edincik wind farm,30,operating,2013,40.3366,27.8448,exact,,https://www.gem.wiki/Edincik_wind_farm
wind,Edincik wind farm,26,operating,2015,40.3366,27.8448,exact,,https://www.gem.wiki/Edincik_wind_farm
wind,Edincik wind farm,21,operating,2016,40.3366,27.8448,exact,,https://www.gem.wiki/Edincik_wind_farm
wind,Elmali (Peker) wind farm,30,operating,2016,36.3106,33.6521,exact,,https://www.gem.wiki/Elmali_(Peker)_wind_farm
wind,Elmali (Suryapi) wind farm,10,operating,2017,36.2816,33.6458,exact,,https://www.gem.wiki/Elmali_(Suryapi)_wind_farm
wind,Enez wind farm,15,operating,2009,40.7216,26.1968,exact,,https://www.gem.wiki/Enez_wind_farm
wind,Enez wind farm,6.6,operating,,40.7216,26.1968,exact,,https://www.gem.wiki/Enez_wind_farm
wind,Esenköy wind farm,32,operating,2017,40.5828,29.0156,exact,,https://www.gem.wiki/Esenköy_wind_farm
wind,Evrencik wind farm,120,operating,,41.6546,27.7013,exact,,https://www.gem.wiki/Evrencik_wind_farm
wind,Fatma wind farm,80,operating,2016,37.2469,28.4548,exact,Muğla,https://www.gem.wiki/Fatma_wind_farm
wind,Fener wind farm,5.1,operating,,41.6595,35.0044,exact,,https://www.gem.wiki/Fener_wind_farm
wind,Fuat wind farm,20,operating,2015,38.3465,27.5256,exact,,https://www.gem.wiki/Fuat_wind_farm
wind,Fuat wind farm,14,operating,2017,38.3465,27.5256,exact,,https://www.gem.wiki/Fuat_wind_farm
wind,Gazi-9 wind farm,67,operating,,39.9076,26.7313,exact,,https://www.gem.wiki/Gazi-9_wind_farm
wind,Gaziosmanpasa wind farm,50,operating,2021,41.2924,28.1993,exact,,https://www.gem.wiki/Gaziosmanpasa_wind_farm
wind,Ge wind farm,28,operating,2014,39.203,27.9009,exact,,https://www.gem.wiki/Ge_wind_farm
wind,Gelibolu (Rt) wind farm,30,operating,2021,40.2686,26.9066,exact,,https://www.gem.wiki/Gelibolu_(Rt)_wind_farm
wind,Gelibolu (Yelen) wind farm,11,operating,2020,39.6351,26.4214,exact,,https://www.gem.wiki/Gelibolu_(Yelen)_wind_farm
wind,Geres wind farm,30,operating,,39.2095,27.8989,exact,,https://www.gem.wiki/Geres_wind_farm
wind,Geris wind farm,12,operating,2017,37.0761,27.282,exact,,https://www.gem.wiki/Geris_wind_farm
wind,Germiyan wind farm,12,operating,2016,38.3285,26.4376,exact,Reisdere Mahallesi,https://www.gem.wiki/Germiyan_wind_farm
wind,Geycek wind farm,15,operating,2013,39.1237,34.4409,exact,,https://www.gem.wiki/Geycek_wind_farm
wind,Geycek wind farm,90,operating,2013,39.1237,34.4409,exact,,https://www.gem.wiki/Geycek_wind_farm
wind,Geycek wind farm,15,operating,2014,39.1237,34.4409,exact,,https://www.gem.wiki/Geycek_wind_farm
wind,Geycek wind farm,48,operating,2014,39.1237,34.4409,exact,,https://www.gem.wiki/Geycek_wind_farm
wind,Geyve wind farm,50,operating,,40.5659,30.4501,exact,,https://www.gem.wiki/Geyve_wind_farm
wind,Gök wind farm,36,operating,2014,39.0665,39.7808,exact,,https://www.gem.wiki/Gök_wind_farm
wind,Gökçedag wind farm,135,operating,2009,37.1679,36.6644,exact,,https://www.gem.wiki/Gökçedag_wind_farm
wind,Gökdag wind farm,10,operating,2018,41.1344,30.288,exact,Karaağaç Mahallesi,https://www.gem.wiki/Gökdag_wind_farm
wind,Göktepe wind farm,121.1,operating,,40.562,28.8702,exact,,https://www.gem.wiki/Göktepe_wind_farm
wind,Gökzirve wind farm,25.2,operating,2022,38.4537,27.1765,approximate,,https://www.gem.wiki/Gökzirve_wind_farm
wind,Greif wind farm,1.2,operating,,41.1338,34.6226,exact,,https://www.gem.wiki/Greif_wind_farm
wind,Gülpir wind farm,10,operating,2019,39.9788,26.4472,exact,,https://www.gem.wiki/Gülpir_wind_farm
wind,Gülpir wind farm,24,operating,2020,39.9788,26.4472,exact,,https://www.gem.wiki/Gülpir_wind_farm
wind,Gündogdu wind farm,9.6,operating,,40.2024,29.1343,exact,,https://www.gem.wiki/Gündogdu_wind_farm
wind,Güney wind farm,74,operating,,40.3026,28.5378,exact,,https://www.gem.wiki/Güney_wind_farm
wind,Istanbul wind farm,200,operating,2021,41.4486,28.2652,exact,,https://www.gem.wiki/Istanbul_wind_farm
wind,Güydin wind farm,12,operating,2012,39.9735,28.0102,exact,,https://www.gem.wiki/Güydin_wind_farm
wind,Güydin wind farm,8.3,operating,,39.9731,28.0093,exact,,https://www.gem.wiki/Güydin_wind_farm
wind,Hacı Bey wind farm,68.8,operating,,41.4095,28.3376,exact,,https://www.gem.wiki/Hacı_Bey_wind_farm
wind,Hamsi wind farm,35,operating,2021,41.6655,35.0355,exact,Sinop,https://www.gem.wiki/Hamsi_wind_farm
wind,Hamzabeyli wind farm,25.2,operating,,41.9603,26.677,exact,,https://www.gem.wiki/Hamzabeyli_wind_farm
wind,Harmanlik wind farm,55,operating,2015,40.3452,28.5298,exact,,https://www.gem.wiki/Harmanlik_wind_farm
wind,Hasanbeyli wind farm,50,operating,2014,37.1072,36.5798,exact,,https://www.gem.wiki/Hasanbeyli_wind_farm
wind,Hasanoba wind farm,51,operating,2019,40.0165,26.3766,exact,,https://www.gem.wiki/Hasanoba_wind_farm
wind,Havran wind farm,16,operating,2011,39.5198,27.1398,exact,,https://www.gem.wiki/Havran_wind_farm
wind,Havran wind farm,12,operating,2019,39.5198,27.1398,exact,,https://www.gem.wiki/Havran_wind_farm
wind,Havza wind farm,14,operating,2019,40.9601,35.5466,exact,,https://www.gem.wiki/Havza_wind_farm
wind,Havza wind farm,42,operating,2020,40.9601,35.5466,exact,,https://www.gem.wiki/Havza_wind_farm
wind,İçdaş Biga wind farm,60.8,operating,,40.4046,27.1617,exact,,https://www.gem.wiki/İçdaş_Biga_wind_farm
wind,Incesu wind farm,13,operating,2014,38.0905,30.3287,exact,,https://www.gem.wiki/Incesu_wind_farm
wind,Incesu wind farm,16,operating,2017,38.0905,30.3287,exact,,https://www.gem.wiki/Incesu_wind_farm
wind,Intepe wind farm,23,operating,2007,40.0401,26.3926,exact,,https://www.gem.wiki/Intepe_wind_farm
wind,Intepe wind farm,16,operating,2016,40.0401,26.3926,exact,,https://www.gem.wiki/Intepe_wind_farm
wind,İpektepe wind farm,24,operating,,39.6257,43.6843,exact,,https://www.gem.wiki/İpektepe_wind_farm
wind,Işıklar wind farm,50,operating,2024,39.0389,29.4134,approximate,Eskigediz,https://www.gem.wiki/Işıklar_wind_farm
wind,Istanbul (Caba) wind farm,24,operating,2021,41.1232,29.0706,approximate,Yeniköy,https://www.gem.wiki/Istanbul_(Caba)_wind_farm
wind,Istanbul (Caba) wind farm,187,operating,2021,41.1232,29.0706,approximate,Yeniköy,https://www.gem.wiki/Istanbul_(Caba)_wind_farm
wind,Kalfaköy wind farm,10,operating,2018,40.0902,27.7223,exact,,https://www.gem.wiki/Kalfaköy_wind_farm
wind,Kandira wind farm,49,operating,2021,41.1152,30.0451,exact,Hacımazlı Mahallesi,https://www.gem.wiki/Kandira_wind_farm
wind,Kangal wind farm,44,operating,2014,39.0297,37.2745,exact,,https://www.gem.wiki/Kangal_wind_farm
wind,Kangal wind farm,34,operating,2015,39.0297,37.2745,exact,,https://www.gem.wiki/Kangal_wind_farm
wind,Kangal wind farm,50,operating,2017,39.0297,37.2745,exact,,https://www.gem.wiki/Kangal_wind_farm
wind,Kanije wind farm,64,operating,2016,41.1261,26.8785,exact,Subaşı Mahallesi,https://www.gem.wiki/Kanije_wind_farm
wind,Kapidag wind farm,24,operating,2013,40.4975,27.7046,exact,,https://www.gem.wiki/Kapidag_wind_farm
wind,Kapidag wind farm,4,operating,,40.4958,27.7021,exact,,https://www.gem.wiki/Kapidag_wind_farm
wind,Karaburun wind farm (Türkiye),104,operating,2019,38.6428,26.4434,exact,,https://www.gem.wiki/Karaburun_wind_farm_(Türkiye)
wind,Karaburun wind farm (Türkiye),28,operating,2020,38.6428,26.4434,exact,,https://www.gem.wiki/Karaburun_wind_farm_(Türkiye)
wind,Karaburun wind farm (Türkiye),60,operating,2013,38.6428,26.4434,exact,,https://www.gem.wiki/Karaburun_wind_farm_(Türkiye)
wind,Karaburun wind farm (Türkiye),60,operating,2013,38.6428,26.4434,exact,,https://www.gem.wiki/Karaburun_wind_farm_(Türkiye)
wind,Karacabey wind farm,30,operating,2016,40.2994,28.3644,exact,,https://www.gem.wiki/Karacabey_wind_farm
wind,Karacayir wind farm,13,operating,2016,39.9428,36.9967,exact,Sivas Merkez,https://www.gem.wiki/Karacayir_wind_farm
wind,Karadag (Boyut) wind farm,18,operating,2016,38.3069,26.2912,exact,Çiftlik Mahallesi,https://www.gem.wiki/Karadag_(Boyut)_wind_farm
wind,Karadag (Gama) wind farm,10,operating,2012,38.7581,26.9176,exact,,https://www.gem.wiki/Karadag_(Gama)_wind_farm
wind,Karadere wind farm,16,operating,2014,41.8933,27.4852,exact,Çukurpınar,https://www.gem.wiki/Karadere_wind_farm
wind,Karakurt wind farm,11,operating,2007,39.1007,27.8216,exact,,https://www.gem.wiki/Karakurt_wind_farm
wind,Karakurt wind farm,12,operating,,39.1007,27.8216,exact,,https://www.gem.wiki/Karakurt_wind_farm
wind,Karaman wind farm,46.8,operating,,36.9773,33.5546,exact,Karaman,https://www.gem.wiki/Karaman_wind_farm
wind,Karamürsel wind farm,15.6,operating,,40.6504,29.685,exact,,https://www.gem.wiki/Karamürsel_wind_farm
wind,Karatepe wind farm,14,operating,,40.741,27.019,exact,,https://www.gem.wiki/Karatepe_wind_farm
wind,Karlitepe wind farm,35,operating,2020,36.4581,30.1077,exact,,https://www.gem.wiki/Karlitepe_wind_farm
wind,Karova wind farm,20,operating,2018,37.0564,27.6544,exact,,https://www.gem.wiki/Karova_wind_farm
wind,Karova wind farm,10,operating,2018,37.0564,27.6544,exact,,https://www.gem.wiki/Karova_wind_farm
wind,Kartaldagi wind farm,66,operating,2017,37.1574,36.9296,exact,,https://www.gem.wiki/Kartaldagi_wind_farm
wind,Kavakli wind farm,53,operating,2014,39.721,27.8311,exact,,https://www.gem.wiki/Kavakli_wind_farm
wind,Kayadüzü wind farm,82,operating,,40.8734,35.4561,approximate,,https://www.gem.wiki/Kayadüzü_wind_farm
wind,Keltepe wind farm,21,operating,2009,39.9614,28.0512,exact,,https://www.gem.wiki/Keltepe_wind_farm
wind,Keltepe wind farm,2.3,operating,,39.9553,28.0529,exact,,https://www.gem.wiki/Keltepe_wind_farm
wind,Keltepe wind farm,6.9,operating,,39.9553,28.0529,exact,,https://www.gem.wiki/Keltepe_wind_farm
wind,Kemerburgaz wind farm,24,operating,2008,41.2379,28.6922,exact,,https://www.gem.wiki/Kemerburgaz_wind_farm
wind,Kinik wind farm,54,operating,2016,39.0586,27.3624,exact,,https://www.gem.wiki/Kinik_wind_farm
wind,Kirazli (Rt) wind farm,34,operating,2020,38.0943,28.423,exact,,https://www.gem.wiki/Kirazli_(Rt)_wind_farm
wind,Kirazli (Türkerler) wind farm,19,operating,2020,38.0943,28.423,exact,,https://www.gem.wiki/Kirazli_(Türkerler)_wind_farm
wind,Kirkagaç wind farm,46,operating,2016,39.0676,27.6567,exact,,https://www.gem.wiki/Kirkagaç_wind_farm
wind,Kiyiköy (Borusan) wind farm,28,operating,2014,41.6793,28.0618,exact,,https://www.gem.wiki/Kiyiköy_(Borusan)_wind_farm
wind,Kiyiköy (Borusan) wind farm,65,operating,2020,41.6793,28.0618,exact,,https://www.gem.wiki/Kiyiköy_(Borusan)_wind_farm
wind,Kiyiköy (Ece-Tur) wind farm,45,operating,2015,41.5057,28.0157,exact,Güngörmez Mahallesi,https://www.gem.wiki/Kiyiköy_(Ece-Tur)_wind_farm
wind,Kizilcaterzi wind farm,15,operating,2019,40.6501,27.0389,exact,,https://www.gem.wiki/Kizilcaterzi_wind_farm
wind,Kıllık wind farm,94,operating,2011,40.1697,36.5611,approximate,Killik,https://www.gem.wiki/Kıllık_wind_farm
wind,Kocadağ-2 wind farm,25,operating,,38.2922,26.5836,exact,Birgi Mahallesi,https://www.gem.wiki/Kocadağ-2_wind_farm
wind,Kocalar wind farm,31,operating,2019,40.1205,26.8122,exact,,https://www.gem.wiki/Kocalar_wind_farm
wind,Kocatepe wind farm,48,operating,2019,38.4898,30.3707,exact,,https://www.gem.wiki/Kocatepe_wind_farm
wind,Kocatepe wind farm,52,operating,2020,38.4898,30.3707,exact,,https://www.gem.wiki/Kocatepe_wind_farm
wind,Konakpınar wind farm,14.7,operating,,38.9847,37.331,exact,,https://www.gem.wiki/Konakpınar_wind_farm
wind,Kores wind farm,15,operating,2009,38.2878,26.5884,exact,Birgi Mahallesi,https://www.gem.wiki/Kores_wind_farm
wind,Kores wind farm,7.5,operating,,38.2878,26.5884,exact,Birgi Mahallesi,https://www.gem.wiki/Kores_wind_farm
wind,Korkmaz wind farm,25,operating,2014,38.2546,26.7578,exact,,https://www.gem.wiki/Korkmaz_wind_farm
wind,Koru wind farm,55,operating,2015,40.2288,26.7839,exact,,https://www.gem.wiki/Koru_wind_farm
wind,Köseler wind farm,71,operating,2018,39.9479,26.432,exact,Arasanlı,https://www.gem.wiki/Köseler_wind_farm
wind,Kozbeyli wind farm,23,operating,2012,38.7134,26.8708,exact,,https://www.gem.wiki/Kozbeyli_wind_farm
wind,Kozbeyli wind farm,13,operating,,38.7134,26.8708,exact,,https://www.gem.wiki/Kozbeyli_wind_farm
wind,Küptepe wind farm,11.7,operating,,41.207,28.4145,exact,,https://www.gem.wiki/Küptepe_wind_farm
wind,Kürekdagi wind farm,36,operating,2016,40.5769,29.0269,exact,,https://www.gem.wiki/Kürekdagi_wind_farm
wind,Kurtini wind farm,14,operating,2018,36.3519,33.5105,exact,,https://www.gem.wiki/Kurtini_wind_farm
wind,Kurtkayasi wind farm,46,operating,2016,38.0538,35.4794,exact,,https://www.gem.wiki/Kurtkayasi_wind_farm
wind,Kuşadası wind farm,103.5,operating,,37.8166,27.4074,exact,,https://www.gem.wiki/Kuşadası_wind_farm
wind,Kuyucak wind farm,28,operating,2010,39.3081,27.935,exact,,https://www.gem.wiki/Kuyucak_wind_farm
wind,Kuyucak wind farm,12,operating,2015,39.3081,27.935,exact,,https://www.gem.wiki/Kuyucak_wind_farm
wind,Kuyucak wind farm,1.8,operating,,39.3081,27.935,exact,,https://www.gem.wiki/Kuyucak_wind_farm
wind,Kuyulukoyak wind farm,16,operating,2020,38.1381,32.356,exact,,https://www.gem.wiki/Kuyulukoyak_wind_farm
wind,Madranbaba wind farm,20,operating,2013,37.6363,28.1823,exact,,https://www.gem.wiki/Madranbaba_wind_farm
wind,Manastır-Esenköy wind farm,43.1,operating,,40.579,29.0101,exact,,https://www.gem.wiki/Manastır-Esenköy_wind_farm
wind,Mare Mastir wind farm,14,operating,2016,38.2768,26.4703,exact,Karaköy Mahallesi,https://www.gem.wiki/Mare_Mastir_wind_farm
wind,Mare Mastir wind farm,13,operating,2006,38.2768,26.4703,exact,Karaköy Mahallesi,https://www.gem.wiki/Mare_Mastir_wind_farm
wind,Mare Mastir wind farm,26,operating,2007,38.2768,26.4703,exact,Karaköy Mahallesi,https://www.gem.wiki/Mare_Mastir_wind_farm
wind,Maslaktepe wind farm,23,operating,2019,39.8573,26.7294,exact,,https://www.gem.wiki/Maslaktepe_wind_farm
wind,Mazi wind farm,30,operating,2011,38.2359,26.4368,exact,Alaçatı Mahallesi,https://www.gem.wiki/Mazi_wind_farm
wind,Mersin Mut wind farm,42,operating,2010,36.7298,33.2281,exact,,https://www.gem.wiki/Mersin_Mut_wind_farm
wind,Mersin Mut wind farm,21,operating,2017,36.7298,33.2281,exact,,https://www.gem.wiki/Mersin_Mut_wind_farm
wind,Mersinli wind farm,62,operating,2020,38.2949,27.4796,exact,,https://www.gem.wiki/Mersinli_wind_farm
wind,Meryem (Rt) wind farm,30,operating,2020,40.1984,30.0643,exact,Bilecik Merkez,https://www.gem.wiki/Meryem_(Rt)_wind_farm
wind,Meryem (Türkerler) wind farm,11,operating,2020,40.1984,30.0643,exact,Bilecik Merkez,https://www.gem.wiki/Meryem_(Türkerler)_wind_farm
wind,Metafor wind farm,49.7,operating,,39.2956,41.0091,approximate,,https://www.gem.wiki/Metafor_wind_farm
wind,Metristepe wind farm,40,operating,2011,39.9134,30.1819,exact,,https://www.gem.wiki/Metristepe_wind_farm
wind,Miskevank wind farm,4.8,operating,,38.5194,42.1761,exact,,https://www.gem.wiki/Miskevank_wind_farm
wind,Mordogan (Ayen) wind farm,32,operating,2014,38.5216,26.5727,exact,,https://www.gem.wiki/Mordogan_(Ayen)_wind_farm
wind,Mordogan (Egenda) wind farm,15,operating,2016,38.4892,26.5965,exact,,https://www.gem.wiki/Mordogan_(Egenda)_wind_farm
wind,Mut wind farm,55,operating,2015,36.9302,33.2228,exact,,https://www.gem.wiki/Mut_wind_farm
wind,Mutlu 5 wind farm,47,operating,2020,38.149,32.5497,exact,,https://www.gem.wiki/Mutlu_5_wind_farm
wind,Ödemis wind farm,21,operating,2015,38.0604,27.7937,exact,Dallık Mahallesi,https://www.gem.wiki/Ödemis_wind_farm
wind,Ödemis wind farm,21,operating,2016,38.0604,27.7937,exact,Dallık Mahallesi,https://www.gem.wiki/Ödemis_wind_farm
wind,Ömerli wind farm,100,operating,,41.1864,28.2391,exact,,https://www.gem.wiki/Ömerli_wind_farm
wind,Orhanlı wind farm,12,operating,,36.3778,36.0892,exact,Hatay,https://www.gem.wiki/Orhanlı_wind_farm
wind,Örlemis wind farm,28,operating,2020,38.9338,27.1381,exact,,https://www.gem.wiki/Örlemis_wind_farm
wind,Ortamandira wind farm,11,operating,2015,39.6407,27.8118,exact,,https://www.gem.wiki/Ortamandira_wind_farm
wind,Ova wind farm,18,operating,2016,38.0277,28.1226,exact,,https://www.gem.wiki/Ova_wind_farm
wind,Ovacik (Eksim) wind farm,25,operating,2019,38.9607,27.1669,exact,,https://www.gem.wiki/Ovacik_(Eksim)_wind_farm
wind,Ovacik wind farm,28.8,operating,2020,38.2823,26.3458,exact,Alaçatı Mahallesi,https://www.gem.wiki/Ovacik_wind_farm
wind,Özbek wind farm,29,operating,2020,36.3856,36.1201,exact,Hatay,https://www.gem.wiki/Özbek_wind_farm
wind,Pamukova wind farm,23,operating,2020,40.5463,30.347,exact,,https://www.gem.wiki/Pamukova_wind_farm
wind,Pazarköy wind farm,46,operating,,39.8132,27.4534,exact,,https://www.gem.wiki/Pazarköy_wind_farm
wind,Petkim wind farm,9.6,operating,,38.4758,26.5815,exact,,https://www.gem.wiki/Petkim_wind_farm
wind,Petkim wind farm,51,operating,2016,38.8149,26.9068,exact,,https://www.gem.wiki/Petkim_wind_farm
wind,Poyraz (Mön) wind farm,32,operating,2016,39.898,28.268,exact,,https://www.gem.wiki/Poyraz_(Mön)_wind_farm
wind,Poyraz (Polat) wind farm,58,operating,2012,39.7574,28.1174,exact,,https://www.gem.wiki/Poyraz_(Polat)_wind_farm
wind,Poyraz (Polat) wind farm,14,operating,2016,39.7574,28.1174,exact,,https://www.gem.wiki/Poyraz_(Polat)_wind_farm
wind,Poyrazgölü (Demirer) wind farm,13,operating,2015,39.8376,28.364,exact,,https://www.gem.wiki/Poyrazgölü_(Demirer)_wind_farm
wind,Poyrazgölü (Ortadogu) wind farm,13,operating,2015,39.8376,28.364,exact,,https://www.gem.wiki/Poyrazgölü_(Ortadogu)_wind_farm
wind,Sa wind farm,25,operating,2010,39.7154,26.3019,exact,,https://www.gem.wiki/Sa_wind_farm
wind,Sadilli wind farm,38,operating,2014,40.7527,26.9421,exact,Elmalı,https://www.gem.wiki/Sadilli_wind_farm
wind,Sah wind farm,93,operating,2011,40.375,28.2174,exact,,https://www.gem.wiki/Sah_wind_farm
wind,Sah wind farm,12,operating,2013,40.375,28.2174,exact,,https://www.gem.wiki/Sah_wind_farm
wind,Salman wind farm,28,operating,2014,38.6288,26.3872,exact,,https://www.gem.wiki/Salman_wind_farm
wind,Samli wind farm,90,operating,2009,39.9336,27.8658,exact,,https://www.gem.wiki/Samli_wind_farm
wind,Samli wind farm,22,operating,2011,39.9336,27.8658,exact,,https://www.gem.wiki/Samli_wind_farm
wind,Samli wind farm,14,operating,2021,39.9336,27.8658,exact,,https://www.gem.wiki/Samli_wind_farm
wind,Samurlu wind farm,32,operating,2012,38.7231,27.0949,exact,,https://www.gem.wiki/Samurlu_wind_farm
wind,Samurlu wind farm,12,operating,,38.7231,27.0949,exact,,https://www.gem.wiki/Samurlu_wind_farm
wind,Şapdağı wind farm,60.4,operating,,39.6421,27.3329,exact,,https://www.gem.wiki/Şapdağı_wind_farm
wind,Sarikaya wind farm,28.8,operating,2009,40.6284,26.9998,exact,,https://www.gem.wiki/Sarikaya_wind_farm
wind,Saritepe (Akfen) wind farm,57,operating,2016,37.1931,36.6847,exact,,https://www.gem.wiki/Saritepe_(Akfen)_wind_farm
wind,Sarıtepe (Zorlu) wind farm,80,operating,2016,37.1966,36.5726,approximate,Bahçe,https://www.gem.wiki/Sarıtepe_(Zorlu)_wind_farm
wind,Saros wind farm,61,operating,2020,40.0818,26.6486,exact,,https://www.gem.wiki/Saros_wind_farm
wind,Saros wind farm,77,operating,,40.0818,26.6486,exact,,https://www.gem.wiki/Saros_wind_farm
wind,Sarpincik wind farm,32,operating,2017,38.658,26.4063,exact,,https://www.gem.wiki/Sarpincik_wind_farm
wind,Sayalar wind farm,34,operating,2008,39.1986,27.9489,exact,,https://www.gem.wiki/Sayalar_wind_farm
wind,Sayalar wind farm,16,operating,2013,39.1986,27.9489,exact,,https://www.gem.wiki/Sayalar_wind_farm
wind,Sebenoba wind farm,28,operating,2008,36.0651,36.0144,exact,Hatay,https://www.gem.wiki/Sebenoba_wind_farm
wind,Sebenoba wind farm,15,operating,2015,36.0651,36.0144,exact,Hatay,https://www.gem.wiki/Sebenoba_wind_farm
wind,Seferihisar (Üst) wind farm,21,operating,2016,38.2225,26.7818,exact,,https://www.gem.wiki/Seferihisar_(Üst)_wind_farm
wind,Seferihisari (Eksim) wind farm,21,operating,2017,38.2119,26.8124,exact,,https://www.gem.wiki/Seferihisari_(Eksim)_wind_farm
wind,Senbük (Tefirom) wind farm,15,operating,2010,36.4545,36.2642,exact,Hatay,https://www.gem.wiki/Senbük_(Tefirom)_wind_farm
wind,Senbük (Tefirom) wind farm,20,operating,2014,36.4545,36.2642,exact,Hatay,https://www.gem.wiki/Senbük_(Tefirom)_wind_farm
wind,Senbük (Zaf) wind farm,29,operating,2013,36.441,36.2225,exact,Hatay,https://www.gem.wiki/Senbük_(Zaf)_wind_farm
wind,Senköy wind farm,27,operating,2012,36.0534,36.1307,exact,Hatay,https://www.gem.wiki/Senköy_wind_farm
wind,Senköy wind farm,9,operating,,36.0534,36.1307,exact,Hatay,https://www.gem.wiki/Senköy_wind_farm
wind,Sertavul wind farm,32,operating,2020,36.7725,33.5387,exact,,https://www.gem.wiki/Sertavul_wind_farm
wind,Seyitali wind farm,30,operating,2011,38.8943,27.1737,exact,,https://www.gem.wiki/Seyitali_wind_farm
wind,Seyitali wind farm,5.5,operating,,38.8943,27.1737,exact,,https://www.gem.wiki/Seyitali_wind_farm
wind,Seyitali wind farm,6,operating,,38.8943,27.1737,exact,,https://www.gem.wiki/Seyitali_wind_farm
wind,Sibel wind farm,80,operating,2020,38.5439,27.3211,exact,,https://www.gem.wiki/Sibel_wind_farm
wind,Sile wind farm,51,operating,2021,40.9853,29.8306,exact,Karagöllü,https://www.gem.wiki/Sile_wind_farm
wind,Silivri wind farm,45,operating,2014,41.1705,28.2885,exact,,https://www.gem.wiki/Silivri_wind_farm
wind,Silivri wind farm,12,operating,2018,41.1705,28.2885,exact,,https://www.gem.wiki/Silivri_wind_farm
wind,Sincik wind farm,28,operating,2013,38.0518,38.6047,exact,,https://www.gem.wiki/Sincik_wind_farm
wind,Soganli wind farm,32,operating,,40.5156,40.2564,exact,,https://www.gem.wiki/Soganli_wind_farm
wind,Söke (Abk) wind farm,30,operating,2012,37.7028,27.3924,exact,,https://www.gem.wiki/Söke_(Abk)_wind_farm
wind,Söke (Bereket) wind farm,50,operating,2015,37.7084,27.3345,exact,,https://www.gem.wiki/Söke_(Bereket)_wind_farm
wind,Söke (Ulusoy) wind farm,38,operating,2020,37.8109,27.3986,exact,Yamaç,https://www.gem.wiki/Söke_(Ulusoy)_wind_farm
wind,Söke (Ulusoy) wind farm,72,operating,,37.8109,27.3986,exact,Yamaç,https://www.gem.wiki/Söke_(Ulusoy)_wind_farm
wind,Soma (Bilgin) wind farm,90,operating,2007,39.2684,27.6162,exact,,https://www.gem.wiki/Soma_(Bilgin)_wind_farm
wind,Soma (Bilgin) wind farm,30,operating,2016,39.2684,27.6162,exact,,https://www.gem.wiki/Soma_(Bilgin)_wind_farm
wind,Soma (Polat) wind farm,45,operating,2009,39.256,27.7991,exact,,https://www.gem.wiki/Soma_(Polat)_wind_farm
wind,Soma (Polat) wind farm,34,operating,2010,39.256,27.7991,exact,,https://www.gem.wiki/Soma_(Polat)_wind_farm
wind,Soma (Polat) wind farm,41,operating,2011,39.256,27.7991,exact,,https://www.gem.wiki/Soma_(Polat)_wind_farm
wind,Soma (Polat) wind farm,28,operating,2012,39.256,27.7991,exact,,https://www.gem.wiki/Soma_(Polat)_wind_farm
wind,Soma (Polat) wind farm,64,operating,2014,39.256,27.7991,exact,,https://www.gem.wiki/Soma_(Polat)_wind_farm
wind,Soma (Polat) wind farm,51,operating,2015,39.256,27.7991,exact,,https://www.gem.wiki/Soma_(Polat)_wind_farm
wind,Soma (Polat) wind farm,16,operating,2019,39.256,27.7991,exact,,https://www.gem.wiki/Soma_(Polat)_wind_farm
wind,Soma (Polat) wind farm,32,operating,2020,39.256,27.7991,exact,,https://www.gem.wiki/Soma_(Polat)_wind_farm
wind,Süloglu wind farm,66,operating,2015,41.9466,26.773,exact,,https://www.gem.wiki/Süloglu_wind_farm
wind,Sunjüt wind farm,1.2,operating,,41.1304,28.6199,exact,,https://www.gem.wiki/Sunjüt_wind_farm
wind,Susurluk wind farm,38,operating,2011,39.8093,28.0234,exact,,https://www.gem.wiki/Susurluk_wind_farm
wind,Susurluk wind farm,15,operating,2013,39.8093,28.0234,exact,,https://www.gem.wiki/Susurluk_wind_farm
wind,Susurluk wind farm,15,operating,2017,39.8093,28.0234,exact,,https://www.gem.wiki/Susurluk_wind_farm
wind,Taspinar wind farm,62.4,operating,2021,40.1084,28.7354,exact,,https://www.gem.wiki/Taspinar_wind_farm
